EpitopeID	EpitopeCount
HIVgenome	247001
3xFLAG	2

GeneID	EpitopeID	EpitopeLocation	EpitopeCount	pVal
chr16:73112001-73113001	HIVgenome	N/A	5	7.551741071618472e-07
chr6:26145001-26146001	HIVgenome	N/A	5	7.551741071618472e-07
chrY:59030001-59031001	HIVgenome	N/A	5	7.551741071618472e-07
chr10:30991001-30992001	HIVgenome	N/A	5	7.551741071618472e-07
chr7:66308001-66309001	HIVgenome	N/A	5	7.551741071618472e-07
chr19:16431001-16432001	HIVgenome	N/A	5	7.551741071618472e-07
chr8:79170001-79171001	HIVgenome	N/A	5	7.551741071618472e-07
chr5:56054001-56055001	HIVgenome	N/A	5	7.551741071618472e-07
TMIGD2-Promoter|chr19:4302428-4303428	HIVgenome	N/A	5	7.551741071618472e-07
chr6:37147001-37148001	HIVgenome	N/A	5	7.551741071618472e-07
chr16:2831001-2832001	HIVgenome	N/A	5	7.551741071618472e-07
ATL3-Promoter|chr11:63439446-63440446	HIVgenome	N/A	5	7.551741071618472e-07
SDHAF1-Promoter|chr19:36485090-36486090	HIVgenome	N/A	5	7.551741071618472e-07
chr20:35606001-35607001	HIVgenome	N/A	5	7.551741071618472e-07
chr15:20462001-20463001	HIVgenome	N/A	5	7.551741071618472e-07
chr8:125288001-125289001	HIVgenome	N/A	5	7.551741071618472e-07
chr5:40825001-40826001	HIVgenome	N/A	5	7.551741071618472e-07
chr1:23577001-23578001	HIVgenome	N/A	5	7.551741071618472e-07
chr7:44942001-44943001	HIVgenome	N/A	5	7.551741071618472e-07
chr8:38406001-38407001	HIVgenome	N/A	5	7.551741071618472e-07
chr9:114785001-114786001	HIVgenome	N/A	5	7.551741071618472e-07
chr19:3090001-3091001	HIVgenome	N/A	5	7.551741071618472e-07
TNFSF12-Promoter|chr17:7451375-7452375	HIVgenome	N/A	5	7.551741071618472e-07
chr2:238840001-238841001	HIVgenome	N/A	5	7.551741071618472e-07
chr8:19981001-19982001	HIVgenome	N/A	5	7.551741071618472e-07
chr15:75930001-75930425	HIVgenome	N/A	4	8.273088524462132e-07
chr17:3762001-3762608	HIVgenome	N/A	4	3.3950089163646996e-06
chr21:45760286-45761001	HIVgenome	N/A	4	6.446792599923908e-06
CYP20A1|chr2:204103164-204170563	HIVgenome	C-term	28	8.454582550341825e-06
chr7:73154198-73155001	HIVgenome	N/A	4	1.0141976793120203e-05
chr1:28214197-28215001	HIVgenome	N/A	4	1.0191296166704013e-05
TCTEX1D2|chr3:196018090-196045165	HIVgenome	C-term	16	1.2485863657004364e-05
WDR82|chr3:52288438-52312659	HIVgenome	C-term	15	1.349177155771976e-05
chr6:17708066-17709001	HIVgenome	N/A	4	1.8332538394682115e-05
chr12:112078001-112078949	HIVgenome	N/A	4	1.934160026923576e-05
chr11:64613042-64614001	HIVgenome	N/A	4	2.02267795511209e-05
chr10:91173001-91173324	HIVgenome	N/A	3	2.1958957216811e-05
chr2:85821512-85821836	HIVgenome	N/A	3	2.216089688204286e-05
chr19:35808001-35809001	HIVgenome	N/A	4	2.3789819313801278e-05
chr9:35603001-35604001	HIVgenome	N/A	4	2.3789819313801278e-05
chr13:20495001-20496001	HIVgenome	N/A	4	2.3789819313801278e-05
chr14:50463001-50464001	HIVgenome	N/A	4	2.3789819313801278e-05
chr18:57375001-57376001	HIVgenome	N/A	4	2.3789819313801278e-05
chr6:160048001-160049001	HIVgenome	N/A	4	2.3789819313801278e-05
chr14:91292001-91293001	HIVgenome	N/A	4	2.3789819313801278e-05
chr1:154892001-154893001	HIVgenome	N/A	4	2.3789819313801278e-05
chr3:149814001-149815001	HIVgenome	N/A	4	2.3789819313801278e-05
chr17:45175001-45176001	HIVgenome	N/A	4	2.3789819313801278e-05
chr17:80033001-80034001	HIVgenome	N/A	4	2.3789819313801278e-05
chr22:40378001-40379001	HIVgenome	N/A	4	2.3789819313801278e-05
chr13:100670001-100671001	HIVgenome	N/A	4	2.3789819313801278e-05
chr6:111810001-111811001	HIVgenome	N/A	4	2.3789819313801278e-05
TERF2-Promoter|chr16:69419891-69420891	HIVgenome	N/A	4	2.3789819313801278e-05
chr19:15609001-15610001	HIVgenome	N/A	4	2.3789819313801278e-05
chr19:18136001-18137001	HIVgenome	N/A	4	2.3789819313801278e-05
chr17:36372001-36373001	HIVgenome	N/A	4	2.3789819313801278e-05
chr3:113974001-113975001	HIVgenome	N/A	4	2.3789819313801278e-05
chr15:42395001-42396001	HIVgenome	N/A	4	2.3789819313801278e-05
chr7:20290001-20291001	HIVgenome	N/A	4	2.3789819313801278e-05
chr12:1666001-1667001	HIVgenome	N/A	4	2.3789819313801278e-05
chr6:107306001-107307001	HIVgenome	N/A	4	2.3789819313801278e-05
chr4:106039001-106040001	HIVgenome	N/A	4	2.3789819313801278e-05
PRDX3-Promoter|chr10:120938377-120939377	HIVgenome	N/A	4	2.3789819313801278e-05
chr19:11747001-11748001	HIVgenome	N/A	4	2.3789819313801278e-05
chr11:91431001-91432001	HIVgenome	N/A	4	2.3789819313801278e-05
chr4:74664001-74665001	HIVgenome	N/A	4	2.3789819313801278e-05
chr12:111131001-111132001	HIVgenome	N/A	4	2.3789819313801278e-05
chr12:65098001-65099001	HIVgenome	N/A	4	2.3789819313801278e-05
chr20:51114001-51115001	HIVgenome	N/A	4	2.3789819313801278e-05
chr9:100658001-100659001	HIVgenome	N/A	4	2.3789819313801278e-05
chr19:1187001-1188001	HIVgenome	N/A	4	2.3789819313801278e-05
chr18:47001001-47002001	HIVgenome	N/A	4	2.3789819313801278e-05
chr3:32825001-32826001	HIVgenome	N/A	4	2.3789819313801278e-05
chr4:103077001-103078001	HIVgenome	N/A	4	2.3789819313801278e-05
PAQR7-Cterm|chr1:26186975-26187975	HIVgenome	N/A	4	2.3789819313801278e-05
chr8:42074001-42075001	HIVgenome	N/A	4	2.3789819313801278e-05
chr1:28618001-28619001	HIVgenome	N/A	4	2.3789819313801278e-05
chr6:53424001-53425001	HIVgenome	N/A	4	2.3789819313801278e-05
chr1:171431001-171432001	HIVgenome	N/A	4	2.3789819313801278e-05
chr3:57956001-57957001	HIVgenome	N/A	4	2.3789819313801278e-05
ATP6V0E1-Cterm|chr5:172461900-172462900	HIVgenome	N/A	4	2.3789819313801278e-05
chr1:151463001-151464001	HIVgenome	N/A	4	2.3789819313801278e-05
chr17:61008001-61009001	HIVgenome	N/A	4	2.3789819313801278e-05
ERCC2-Promoter|chr19:45873845-45874845	HIVgenome	N/A	4	2.3789819313801278e-05
chr1:53081001-53082001	HIVgenome	N/A	4	2.3789819313801278e-05
chr2:107692001-107693001	HIVgenome	N/A	4	2.3789819313801278e-05
chr11:33426001-33427001	HIVgenome	N/A	4	2.3789819313801278e-05
chr10:59187001-59188001	HIVgenome	N/A	4	2.3789819313801278e-05
chr14:55556001-55557001	HIVgenome	N/A	4	2.3789819313801278e-05
chr7:89375001-89376001	HIVgenome	N/A	4	2.3789819313801278e-05
chr17:36355001-36356001	HIVgenome	N/A	4	2.3789819313801278e-05
chr2:43384001-43385001	HIVgenome	N/A	4	2.3789819313801278e-05
PMM1-Promoter|chr22:41985871-41986871	HIVgenome	N/A	4	2.3789819313801278e-05
chr21:9927001-9928001	HIVgenome	N/A	4	2.3789819313801278e-05
chr17:38676001-38677001	HIVgenome	N/A	4	2.3789819313801278e-05
chr19:14484001-14485001	HIVgenome	N/A	4	2.3789819313801278e-05
chr17:75268001-75269001	HIVgenome	N/A	4	2.3789819313801278e-05
chr5:76034001-76035001	HIVgenome	N/A	4	2.3789819313801278e-05
ZNF138-Promoter|chr7:64253766-64254766	HIVgenome	N/A	4	2.3789819313801278e-05
chr1:144532001-144533001	HIVgenome	N/A	4	2.3789819313801278e-05
chr1:39415001-39416001	HIVgenome	N/A	4	2.3789819313801278e-05
chr14:61156001-61157001	HIVgenome	N/A	4	2.3789819313801278e-05
chr21:27758001-27759001	HIVgenome	N/A	4	2.3789819313801278e-05
chr2:162099001-162100001	HIVgenome	N/A	4	2.3789819313801278e-05
chr15:65436001-65437001	HIVgenome	N/A	4	2.3789819313801278e-05
chr21:21491001-21492001	HIVgenome	N/A	4	2.3789819313801278e-05
ORAI1-Cterm|chr12:122079946-122080946	HIVgenome	N/A	4	2.3789819313801278e-05
chr7:1818001-1819001	HIVgenome	N/A	4	2.3789819313801278e-05
chr10:74124001-74125001	HIVgenome	N/A	4	2.3789819313801278e-05
chr9:130626001-130627001	HIVgenome	N/A	4	2.3789819313801278e-05
chr9:131439001-131440001	HIVgenome	N/A	4	2.3789819313801278e-05
chr11:33257001-33258001	HIVgenome	N/A	4	2.3789819313801278e-05
chr12:8122001-8123001	HIVgenome	N/A	4	2.3789819313801278e-05
KANSL3-Cterm|chr2:97257892-97258892	HIVgenome	N/A	4	2.3789819313801278e-05
chrX:85367001-85368001	HIVgenome	N/A	4	2.3789819313801278e-05
chr20:52303001-52304001	HIVgenome	N/A	4	2.3789819313801278e-05
chr1:142646001-142647001	HIVgenome	N/A	4	2.3789819313801278e-05
chr17:74555001-74556001	HIVgenome	N/A	4	2.3789819313801278e-05
chr16:31065001-31066001	HIVgenome	N/A	4	2.3789819313801278e-05
chr19:19484001-19485001	HIVgenome	N/A	4	2.3789819313801278e-05
chr6:14812001-14813001	HIVgenome	N/A	4	2.3789819313801278e-05
chr14:57029001-57030001	HIVgenome	N/A	4	2.3789819313801278e-05
chr7:77152001-77153001	HIVgenome	N/A	4	2.3789819313801278e-05
chr4:1690001-1691001	HIVgenome	N/A	4	2.3789819313801278e-05
chr4:186501001-186502001	HIVgenome	N/A	4	2.3789819313801278e-05
chr2:191742001-191743001	HIVgenome	N/A	4	2.3789819313801278e-05
GLB1-Promoter|chr3:33138722-33139722	HIVgenome	N/A	4	2.3789819313801278e-05
chr22:39406001-39407001	HIVgenome	N/A	4	2.3789819313801278e-05
chr10:102468001-102469001	HIVgenome	N/A	4	2.3789819313801278e-05
chr22:24924001-24925001	HIVgenome	N/A	4	2.3789819313801278e-05
chr20:30161001-30162001	HIVgenome	N/A	4	2.3789819313801278e-05
chr21:11164001-11165001	HIVgenome	N/A	4	2.3789819313801278e-05
chr1:153571001-153572001	HIVgenome	N/A	4	2.3789819313801278e-05
chr2:192330001-192331001	HIVgenome	N/A	4	2.3789819313801278e-05
chr6:73922001-73923001	HIVgenome	N/A	4	2.3789819313801278e-05
chr12:123130001-123131001	HIVgenome	N/A	4	2.3789819313801278e-05
chr1:65551001-65552001	HIVgenome	N/A	4	2.3789819313801278e-05
chr16:33619001-33620001	HIVgenome	N/A	4	2.3789819313801278e-05
chr3:23726001-23727001	HIVgenome	N/A	4	2.3789819313801278e-05
chr4:24524001-24525001	HIVgenome	N/A	4	2.3789819313801278e-05
chr20:5038001-5039001	HIVgenome	N/A	4	2.3789819313801278e-05
chr9:115502001-115503001	HIVgenome	N/A	4	2.3789819313801278e-05
chr11:107655001-107656001	HIVgenome	N/A	4	2.3789819313801278e-05
chr16:75804001-75805001	HIVgenome	N/A	4	2.3789819313801278e-05
chr4:18168001-18169001	HIVgenome	N/A	4	2.3789819313801278e-05
chr9:100801001-100802001	HIVgenome	N/A	4	2.3789819313801278e-05
chr13:20447001-20448001	HIVgenome	N/A	4	2.3789819313801278e-05
chr1:67745001-67746001	HIVgenome	N/A	4	2.3789819313801278e-05
chr2:109650001-109651001	HIVgenome	N/A	4	2.3789819313801278e-05
chr14:19098001-19099001	HIVgenome	N/A	4	2.3789819313801278e-05
chr12:840001-841001	HIVgenome	N/A	4	2.3789819313801278e-05
chr16:25051001-25052001	HIVgenome	N/A	4	2.3789819313801278e-05
chr1:53301001-53302001	HIVgenome	N/A	4	2.3789819313801278e-05
chr3:9672001-9673001	HIVgenome	N/A	4	2.3789819313801278e-05
chr2:6978001-6979001	HIVgenome	N/A	4	2.3789819313801278e-05
chr9:32968001-32969001	HIVgenome	N/A	4	2.3789819313801278e-05
chr18:59983001-59984001	HIVgenome	N/A	4	2.3789819313801278e-05
chr19:1732001-1733001	HIVgenome	N/A	4	2.3789819313801278e-05
chr11:354001-355001	HIVgenome	N/A	4	2.3789819313801278e-05
chr9:129532001-129533001	HIVgenome	N/A	4	2.3789819313801278e-05
chr8:128110001-128111001	HIVgenome	N/A	4	2.3789819313801278e-05
chr1:212289001-212290001	HIVgenome	N/A	4	2.3789819313801278e-05
chr7:152729001-152730001	HIVgenome	N/A	4	2.3789819313801278e-05
chr21:30823001-30824001	HIVgenome	N/A	4	2.3789819313801278e-05
chr11:77856001-77857001	HIVgenome	N/A	4	2.3789819313801278e-05
chr2:39369001-39370001	HIVgenome	N/A	4	2.3789819313801278e-05
chr3:186599001-186600001	HIVgenome	N/A	4	2.3789819313801278e-05
chr4:139909001-139910001	HIVgenome	N/A	4	2.3789819313801278e-05
chr1:210473001-210474001	HIVgenome	N/A	4	2.3789819313801278e-05
chr2:62586001-62587001	HIVgenome	N/A	4	2.3789819313801278e-05
chr17:73712001-73713001	HIVgenome	N/A	4	2.3789819313801278e-05
chr1:16961001-16962001	HIVgenome	N/A	4	2.3789819313801278e-05
chr9:130543001-130544001	HIVgenome	N/A	4	2.3789819313801278e-05
chr9:102374001-102375001	HIVgenome	N/A	4	2.3789819313801278e-05
chr17:26779001-26780001	HIVgenome	N/A	4	2.3789819313801278e-05
ZBTB3-Promoter|chr11:62521656-62522656	HIVgenome	N/A	4	2.3789819313801278e-05
chr1:94320001-94321001	HIVgenome	N/A	4	2.3789819313801278e-05
chr13:46004001-46005001	HIVgenome	N/A	4	2.3789819313801278e-05
chr1:110859001-110860001	HIVgenome	N/A	4	2.3789819313801278e-05
chr12:9535001-9536001	HIVgenome	N/A	4	2.3789819313801278e-05
chr3:113540001-113541001	HIVgenome	N/A	4	2.3789819313801278e-05
chr7:5308001-5309001	HIVgenome	N/A	4	2.3789819313801278e-05
chr1:151125001-151126001	HIVgenome	N/A	4	2.3789819313801278e-05
chr3:50124001-50125001	HIVgenome	N/A	4	2.3789819313801278e-05
chr17:55245001-55246001	HIVgenome	N/A	4	2.3789819313801278e-05
chr13:77941001-77942001	HIVgenome	N/A	4	2.3789819313801278e-05
chr14:90860001-90861001	HIVgenome	N/A	4	2.3789819313801278e-05
chr19:34553001-34554001	HIVgenome	N/A	4	2.3789819313801278e-05
chr1:33398001-33399001	HIVgenome	N/A	4	2.3789819313801278e-05
chr15:21917001-21918001	HIVgenome	N/A	4	2.3789819313801278e-05
chr2:78925001-78926001	HIVgenome	N/A	4	2.3789819313801278e-05
chr7:148316001-148317001	HIVgenome	N/A	4	2.3789819313801278e-05
chr20:30318001-30319001	HIVgenome	N/A	4	2.3789819313801278e-05
chr11:61839001-61840001	HIVgenome	N/A	4	2.3789819313801278e-05
chr18:3245001-3246001	HIVgenome	N/A	4	2.3789819313801278e-05
chrX:30756001-30757001	HIVgenome	N/A	4	2.3789819313801278e-05
chr6:33429001-33430001	HIVgenome	N/A	4	2.3789819313801278e-05
CNOT10-Cterm|chr3:32815367-32816367	HIVgenome	N/A	4	2.3789819313801278e-05
chr14:20933001-20934001	HIVgenome	N/A	4	2.3789819313801278e-05
chr12:56441001-56442001	HIVgenome	N/A	4	2.3789819313801278e-05
chr1:25859001-25860001	HIVgenome	N/A	4	2.3789819313801278e-05
chr6:37000001-37001001	HIVgenome	N/A	4	2.3789819313801278e-05
chr16:31400001-31401001	HIVgenome	N/A	4	2.3789819313801278e-05
chr16:18263001-18264001	HIVgenome	N/A	4	2.3789819313801278e-05
chr2:32533001-32534001	HIVgenome	N/A	4	2.3789819313801278e-05
chr9:114012001-114013001	HIVgenome	N/A	4	2.3789819313801278e-05
chr1:27007001-27008001	HIVgenome	N/A	4	2.3789819313801278e-05
chr16:10458001-10459001	HIVgenome	N/A	4	2.3789819313801278e-05
chr12:56773001-56774001	HIVgenome	N/A	4	2.3789819313801278e-05
chr12:122936001-122937001	HIVgenome	N/A	4	2.3789819313801278e-05
chr12:109029001-109030001	HIVgenome	N/A	4	2.3789819313801278e-05
chr17:4957001-4958001	HIVgenome	N/A	4	2.3789819313801278e-05
chr8:144498001-144499001	HIVgenome	N/A	4	2.3789819313801278e-05
chr6:11085001-11086001	HIVgenome	N/A	4	2.3789819313801278e-05
chr22:30435001-30436001	HIVgenome	N/A	4	2.3789819313801278e-05
chr15:75280001-75281001	HIVgenome	N/A	4	2.3789819313801278e-05
chr3:69189001-69190001	HIVgenome	N/A	4	2.3789819313801278e-05
chr3:182715001-182716001	HIVgenome	N/A	4	2.3789819313801278e-05
chr9:115434001-115435001	HIVgenome	N/A	4	2.3789819313801278e-05
chr3:120010001-120011001	HIVgenome	N/A	4	2.3789819313801278e-05
chr1:182604001-182605001	HIVgenome	N/A	4	2.3789819313801278e-05
SEC11A-Promoter|chr15:85259691-85260691	HIVgenome	N/A	4	2.3789819313801278e-05
chr8:67321001-67322001	HIVgenome	N/A	4	2.3789819313801278e-05
chr11:511001-512001	HIVgenome	N/A	4	2.3789819313801278e-05
chr6:7084001-7085001	HIVgenome	N/A	4	2.3789819313801278e-05
chr11:263001-264001	HIVgenome	N/A	4	2.3789819313801278e-05
chr3:186637001-186638001	HIVgenome	N/A	4	2.3789819313801278e-05
chr6:107326001-107327001	HIVgenome	N/A	4	2.3789819313801278e-05
chr6:15024001-15025001	HIVgenome	N/A	4	2.3789819313801278e-05
chr7:5206001-5207001	HIVgenome	N/A	4	2.3789819313801278e-05
chr4:25654001-25655001	HIVgenome	N/A	4	2.3789819313801278e-05
chr16:30151001-30152001	HIVgenome	N/A	4	2.3789819313801278e-05
chr3:128649001-128650001	HIVgenome	N/A	4	2.3789819313801278e-05
chr12:50162001-50163001	HIVgenome	N/A	4	2.3789819313801278e-05
chr19:11782001-11783001	HIVgenome	N/A	4	2.3789819313801278e-05
chr10:114606001-114607001	HIVgenome	N/A	4	2.3789819313801278e-05
chr20:350001-351001	HIVgenome	N/A	4	2.3789819313801278e-05
chr4:80252001-80253001	HIVgenome	N/A	4	2.3789819313801278e-05
chr14:75769001-75770001	HIVgenome	N/A	4	2.3789819313801278e-05
chr22:45009001-45010001	HIVgenome	N/A	4	2.3789819313801278e-05
chr21:42460001-42461001	HIVgenome	N/A	4	2.3789819313801278e-05
chr7:68370001-68371001	HIVgenome	N/A	4	2.3789819313801278e-05
chr8:138548001-138549001	HIVgenome	N/A	4	2.3789819313801278e-05
chr7:65195001-65196001	HIVgenome	N/A	4	2.3789819313801278e-05
chr20:52247001-52248001	HIVgenome	N/A	4	2.3789819313801278e-05
