EpitopeID	EpitopeCount
HIVgenome	211458

GeneID	EpitopeID	EpitopeLocation	EpitopeCount	pVal
chr17:41400001-41401001	HIVgenome	N/A	5	3.539467155916361e-07
chr21:11139001-11140001	HIVgenome	N/A	5	3.539467155916361e-07
chr5:171735001-171736001	HIVgenome	N/A	5	3.539467155916361e-07
chr6:20516001-20517001	HIVgenome	N/A	5	3.539467155916361e-07
chr19:10360001-10361001	HIVgenome	N/A	5	3.539467155916361e-07
SPAST-Promoter|chr2:32287680-32288680	HIVgenome	N/A	5	3.539467155916361e-07
RFTN1-Cterm|chr3:16356352-16357352	HIVgenome	N/A	5	3.539467155916361e-07
chr13:21696001-21697001	HIVgenome	N/A	5	3.539467155916361e-07
chr1:153571001-153572001	HIVgenome	N/A	5	3.539467155916361e-07
chr10:18973001-18974001	HIVgenome	N/A	5	3.539467155916361e-07
chr18:33547001-33548001	HIVgenome	N/A	5	3.539467155916361e-07
chr16:4353001-4354001	HIVgenome	N/A	5	3.539467155916361e-07
chr7:21393001-21394001	HIVgenome	N/A	5	3.539467155916361e-07
chr3:102769001-102770001	HIVgenome	N/A	5	3.539467155916361e-07
chr6:14954001-14955001	HIVgenome	N/A	5	3.539467155916361e-07
chr18:44510001-44511001	HIVgenome	N/A	5	3.539467155916361e-07
chr12:32083001-32084001	HIVgenome	N/A	5	3.539467155916361e-07
chr18:43722001-43723001	HIVgenome	N/A	5	3.539467155916361e-07
chr2:139187001-139188001	HIVgenome	N/A	5	3.539467155916361e-07
chr1:142722001-142723001	HIVgenome	N/A	5	3.539467155916361e-07
chr1:229712001-229713001	HIVgenome	N/A	5	3.539467155916361e-07
chr8:22117001-22118001	HIVgenome	N/A	5	3.539467155916361e-07
chr1:242187001-242188001	HIVgenome	N/A	5	3.539467155916361e-07
chr10:88172001-88173001	HIVgenome	N/A	5	3.539467155916361e-07
chr3:195852001-195853001	HIVgenome	N/A	5	3.539467155916361e-07
chr9:20259001-20260001	HIVgenome	N/A	5	3.539467155916361e-07
chr16:3033001-3034001	HIVgenome	N/A	5	3.539467155916361e-07
chr7:99728001-99729001	HIVgenome	N/A	5	3.539467155916361e-07
chr19:13948001-13949001	HIVgenome	N/A	5	3.539467155916361e-07
chr4:7945001-7946001	HIVgenome	N/A	5	3.539467155916361e-07
chr6:74251001-74252001	HIVgenome	N/A	5	3.539467155916361e-07
chr21:9946001-9947001	HIVgenome	N/A	5	3.539467155916361e-07
chr15:59245001-59246001	HIVgenome	N/A	5	3.539467155916361e-07
chr11:14431001-14432001	HIVgenome	N/A	5	3.539467155916361e-07
chr17:55133001-55134001	HIVgenome	N/A	5	3.539467155916361e-07
chr14:75699001-75700001	HIVgenome	N/A	5	3.539467155916361e-07
chr17:29949001-29950001	HIVgenome	N/A	5	3.539467155916361e-07
chr19:54356001-54357001	HIVgenome	N/A	5	3.539467155916361e-07
chr17:36378001-36379001	HIVgenome	N/A	5	3.539467155916361e-07
chrX:78398001-78399001	HIVgenome	N/A	5	3.539467155916361e-07
chr12:9811001-9812001	HIVgenome	N/A	5	3.539467155916361e-07
chr1:151125001-151126001	HIVgenome	N/A	5	3.539467155916361e-07
chr2:10603001-10604001	HIVgenome	N/A	5	3.539467155916361e-07
chr15:50457001-50458001	HIVgenome	N/A	5	3.539467155916361e-07
chr6:114324001-114325001	HIVgenome	N/A	5	3.539467155916361e-07
chr1:144532001-144533001	HIVgenome	N/A	5	3.539467155916361e-07
chr15:22460001-22461001	HIVgenome	N/A	5	3.539467155916361e-07
chr13:98579001-98580001	HIVgenome	N/A	5	3.539467155916361e-07
chrY:10026001-10027001	HIVgenome	N/A	5	3.539467155916361e-07
chr9:33105001-33106001	HIVgenome	N/A	5	3.539467155916361e-07
chr16:27177001-27178001	HIVgenome	N/A	5	3.539467155916361e-07
chr14:22256001-22257001	HIVgenome	N/A	5	3.539467155916361e-07
chr12:93753001-93754001	HIVgenome	N/A	5	3.539467155916361e-07
chr7:77293001-77294001	HIVgenome	N/A	5	3.539467155916361e-07
THAP7-Promoter|chr22:21356404-21357404	HIVgenome	N/A	5	3.539467155916361e-07
chr17:21249001-21250001	HIVgenome	N/A	5	3.539467155916361e-07
chr1:144011001-144012001	HIVgenome	N/A	5	3.539467155916361e-07
chr10:70797001-70798001	HIVgenome	N/A	5	3.539467155916361e-07
chr16:67057001-67058001	HIVgenome	N/A	5	3.539467155916361e-07
chr16:30146001-30147001	HIVgenome	N/A	5	3.539467155916361e-07
chr16:83872001-83873001	HIVgenome	N/A	5	3.539467155916361e-07
chr16:11900001-11901001	HIVgenome	N/A	5	3.539467155916361e-07
chr22:18038857-18039001	HIVgenome	N/A	3	1.2503164066770943e-06
chr19:16270387-16271001	HIVgenome	N/A	4	1.9290534031311516e-06
chr19:4040385-4041001	HIVgenome	N/A	4	1.9538847947653092e-06
chr7:134897317-134898001	HIVgenome	N/A	4	2.9483737847445705e-06
chr3:137852230-137853001	HIVgenome	N/A	4	4.714764645485889e-06
TIMELESS|chr12:56810157-56843249	HIVgenome	N-term	17	5.591182016359443e-06
chr7:108109001-108109865	HIVgenome	N/A	4	7.360373507238088e-06
chr1:27204001-27204872	HIVgenome	N/A	4	7.5960283489029275e-06
PBX4|chr19:19672516-19729725	HIVgenome	C-term	23	7.92027212590709e-06
chr11:18657021-18658001	HIVgenome	N/A	4	1.203002843120713e-05
chr19:922016-923001	HIVgenome	N/A	4	1.227074761803729e-05
chr12:66682001-66683001	HIVgenome	N/A	4	1.3014197322153037e-05
chr21:32109001-32110001	HIVgenome	N/A	4	1.3014197322153037e-05
chr2:231746001-231747001	HIVgenome	N/A	4	1.3014197322153037e-05
chr6:108517001-108518001	HIVgenome	N/A	4	1.3014197322153037e-05
chr16:29775001-29776001	HIVgenome	N/A	4	1.3014197322153037e-05
chr7:152333001-152334001	HIVgenome	N/A	4	1.3014197322153037e-05
chr20:4646001-4647001	HIVgenome	N/A	4	1.3014197322153037e-05
chr21:11100001-11101001	HIVgenome	N/A	4	1.3014197322153037e-05
chr11:75094001-75095001	HIVgenome	N/A	4	1.3014197322153037e-05
chr19:1187001-1188001	HIVgenome	N/A	4	1.3014197322153037e-05
chr9:31105001-31106001	HIVgenome	N/A	4	1.3014197322153037e-05
chr3:48953001-48954001	HIVgenome	N/A	4	1.3014197322153037e-05
chr6:151426001-151427001	HIVgenome	N/A	4	1.3014197322153037e-05
chr17:57599001-57600001	HIVgenome	N/A	4	1.3014197322153037e-05
chr11:32892001-32893001	HIVgenome	N/A	4	1.3014197322153037e-05
chr7:73866001-73867001	HIVgenome	N/A	4	1.3014197322153037e-05
chr1:205292001-205293001	HIVgenome	N/A	4	1.3014197322153037e-05
chr3:101290001-101291001	HIVgenome	N/A	4	1.3014197322153037e-05
chr5:149942001-149943001	HIVgenome	N/A	4	1.3014197322153037e-05
chr10:23440001-23441001	HIVgenome	N/A	4	1.3014197322153037e-05
chr2:39383001-39384001	HIVgenome	N/A	4	1.3014197322153037e-05
chr18:43749001-43750001	HIVgenome	N/A	4	1.3014197322153037e-05
chr12:10293001-10294001	HIVgenome	N/A	4	1.3014197322153037e-05
chr7:66003001-66004001	HIVgenome	N/A	4	1.3014197322153037e-05
chr15:79003001-79004001	HIVgenome	N/A	4	1.3014197322153037e-05
RAB5C-Promoter|chr17:40307062-40308062	HIVgenome	N/A	4	1.3014197322153037e-05
chr12:98947001-98948001	HIVgenome	N/A	4	1.3014197322153037e-05
GBAS-Promoter|chr7:56031270-56032270	HIVgenome	N/A	4	1.3014197322153037e-05
ATP6V0E1-Promoter|chr5:172409763-172410763	HIVgenome	N/A	4	1.3014197322153037e-05
chr20:5597001-5598001	HIVgenome	N/A	4	1.3014197322153037e-05
chr16:21672001-21673001	HIVgenome	N/A	4	1.3014197322153037e-05
chr18:38629001-38630001	HIVgenome	N/A	4	1.3014197322153037e-05
chr9:130626001-130627001	HIVgenome	N/A	4	1.3014197322153037e-05
chr4:35621001-35622001	HIVgenome	N/A	4	1.3014197322153037e-05
chr2:26119001-26120001	HIVgenome	N/A	4	1.3014197322153037e-05
chr16:88861001-88862001	HIVgenome	N/A	4	1.3014197322153037e-05
chr2:49960001-49961001	HIVgenome	N/A	4	1.3014197322153037e-05
chr1:29514001-29515001	HIVgenome	N/A	4	1.3014197322153037e-05
chr10:23803001-23804001	HIVgenome	N/A	4	1.3014197322153037e-05
chr3:182707001-182708001	HIVgenome	N/A	4	1.3014197322153037e-05
chr8:30792001-30793001	HIVgenome	N/A	4	1.3014197322153037e-05
MRPL42-Cterm|chr12:93897548-93898548	HIVgenome	N/A	4	1.3014197322153037e-05
chr8:174001-175001	HIVgenome	N/A	4	1.3014197322153037e-05
chr9:95906001-95907001	HIVgenome	N/A	4	1.3014197322153037e-05
chr1:9705001-9706001	HIVgenome	N/A	4	1.3014197322153037e-05
chr7:140653001-140654001	HIVgenome	N/A	4	1.3014197322153037e-05
chr20:52271001-52272001	HIVgenome	N/A	4	1.3014197322153037e-05
chr1:142817001-142818001	HIVgenome	N/A	4	1.3014197322153037e-05
chr17:20542001-20543001	HIVgenome	N/A	4	1.3014197322153037e-05
chr3:45103001-45104001	HIVgenome	N/A	4	1.3014197322153037e-05
chr10:28614001-28615001	HIVgenome	N/A	4	1.3014197322153037e-05
chr7:39829001-39830001	HIVgenome	N/A	4	1.3014197322153037e-05
chr15:66101001-66102001	HIVgenome	N/A	4	1.3014197322153037e-05
chr5:86138001-86139001	HIVgenome	N/A	4	1.3014197322153037e-05
chr9:123500001-123501001	HIVgenome	N/A	4	1.3014197322153037e-05
chr8:101843001-101844001	HIVgenome	N/A	4	1.3014197322153037e-05
chr12:4251001-4252001	HIVgenome	N/A	4	1.3014197322153037e-05
chr8:89347001-89348001	HIVgenome	N/A	4	1.3014197322153037e-05
chr12:50882001-50883001	HIVgenome	N/A	4	1.3014197322153037e-05
chr6:27871001-27872001	HIVgenome	N/A	4	1.3014197322153037e-05
chrX:106525001-106526001	HIVgenome	N/A	4	1.3014197322153037e-05
chr3:153380001-153381001	HIVgenome	N/A	4	1.3014197322153037e-05
chr21:11178001-11179001	HIVgenome	N/A	4	1.3014197322153037e-05
chr6:106038001-106039001	HIVgenome	N/A	4	1.3014197322153037e-05
chr7:44832001-44833001	HIVgenome	N/A	4	1.3014197322153037e-05
chr3:98957001-98958001	HIVgenome	N/A	4	1.3014197322153037e-05
chr2:194485001-194486001	HIVgenome	N/A	4	1.3014197322153037e-05
chr12:65561001-65562001	HIVgenome	N/A	4	1.3014197322153037e-05
chr12:13161001-13162001	HIVgenome	N/A	4	1.3014197322153037e-05
chr15:20954001-20955001	HIVgenome	N/A	4	1.3014197322153037e-05
MRPL52-Promoter|chr14:23298092-23299092	HIVgenome	N/A	4	1.3014197322153037e-05
chr15:22510001-22511001	HIVgenome	N/A	4	1.3014197322153037e-05
chr12:102233001-102234001	HIVgenome	N/A	4	1.3014197322153037e-05
chr18:3021001-3022001	HIVgenome	N/A	4	1.3014197322153037e-05
PNKP-Promoter|chr19:50370822-50371822	HIVgenome	N/A	4	1.3014197322153037e-05
chr12:64085001-64086001	HIVgenome	N/A	4	1.3014197322153037e-05
chr10:71433001-71434001	HIVgenome	N/A	4	1.3014197322153037e-05
chr16:3681001-3682001	HIVgenome	N/A	4	1.3014197322153037e-05
chr21:37022001-37023001	HIVgenome	N/A	4	1.3014197322153037e-05
chr17:15598001-15599001	HIVgenome	N/A	4	1.3014197322153037e-05
chr1:144596001-144597001	HIVgenome	N/A	4	1.3014197322153037e-05
chr16:29667001-29668001	HIVgenome	N/A	4	1.3014197322153037e-05
chr19:45272001-45273001	HIVgenome	N/A	4	1.3014197322153037e-05
chr2:147192001-147193001	HIVgenome	N/A	4	1.3014197322153037e-05
ANXA10-Cterm|chr4:169108893-169109893	HIVgenome	N/A	4	1.3014197322153037e-05
chr3:45373001-45374001	HIVgenome	N/A	4	1.3014197322153037e-05
chr10:55279001-55280001	HIVgenome	N/A	4	1.3014197322153037e-05
chr20:50448001-50449001	HIVgenome	N/A	4	1.3014197322153037e-05
chr9:5579001-5580001	HIVgenome	N/A	4	1.3014197322153037e-05
TDP2-Cterm|chr6:24649205-24650205	HIVgenome	N/A	4	1.3014197322153037e-05
chr20:32547001-32548001	HIVgenome	N/A	4	1.3014197322153037e-05
chr17:36372001-36373001	HIVgenome	N/A	4	1.3014197322153037e-05
chr17:14477001-14478001	HIVgenome	N/A	4	1.3014197322153037e-05
chr18:76716001-76717001	HIVgenome	N/A	4	1.3014197322153037e-05
chr14:64027001-64028001	HIVgenome	N/A	4	1.3014197322153037e-05
chr17:21025001-21026001	HIVgenome	N/A	4	1.3014197322153037e-05
chr9:831001-832001	HIVgenome	N/A	4	1.3014197322153037e-05
chr1:22421001-22422001	HIVgenome	N/A	4	1.3014197322153037e-05
chr1:114917001-114918001	HIVgenome	N/A	4	1.3014197322153037e-05
chr2:95402001-95403001	HIVgenome	N/A	4	1.3014197322153037e-05
chr19:18146001-18147001	HIVgenome	N/A	4	1.3014197322153037e-05
chr3:152818001-152819001	HIVgenome	N/A	4	1.3014197322153037e-05
chr1:25352001-25353001	HIVgenome	N/A	4	1.3014197322153037e-05
chr12:123623001-123624001	HIVgenome	N/A	4	1.3014197322153037e-05
SLC39A13-Promoter|chr11:47427827-47428827	HIVgenome	N/A	4	1.3014197322153037e-05
chr2:122477001-122478001	HIVgenome	N/A	4	1.3014197322153037e-05
chr2:137210001-137211001	HIVgenome	N/A	4	1.3014197322153037e-05
PPP1R15A-Promoter|chr19:49374649-49375649	HIVgenome	N/A	4	1.3014197322153037e-05
chr16:16039001-16040001	HIVgenome	N/A	4	1.3014197322153037e-05
chr1:166588001-166589001	HIVgenome	N/A	4	1.3014197322153037e-05
ECE1-Cterm|chr1:21542740-21543740	HIVgenome	N/A	4	1.3014197322153037e-05
chr5:149094001-149095001	HIVgenome	N/A	4	1.3014197322153037e-05
chr2:219273001-219274001	HIVgenome	N/A	4	1.3014197322153037e-05
chr11:110185001-110186001	HIVgenome	N/A	4	1.3014197322153037e-05
chr16:70198001-70199001	HIVgenome	N/A	4	1.3014197322153037e-05
chr15:84046001-84047001	HIVgenome	N/A	4	1.3014197322153037e-05
chr22:18974001-18975001	HIVgenome	N/A	4	1.3014197322153037e-05
NME2-Cterm|chr17:49249105-49250105	HIVgenome	N/A	4	1.3014197322153037e-05
chr1:113318001-113319001	HIVgenome	N/A	4	1.3014197322153037e-05
chr15:76111001-76112001	HIVgenome	N/A	4	1.3014197322153037e-05
chr7:29559001-29560001	HIVgenome	N/A	4	1.3014197322153037e-05
chr22:31313001-31314001	HIVgenome	N/A	4	1.3014197322153037e-05
chr17:4948001-4949001	HIVgenome	N/A	4	1.3014197322153037e-05
chr6:30811001-30812001	HIVgenome	N/A	4	1.3014197322153037e-05
chr15:21930001-21931001	HIVgenome	N/A	4	1.3014197322153037e-05
chr7:1239001-1240001	HIVgenome	N/A	4	1.3014197322153037e-05
chr8:41063001-41064001	HIVgenome	N/A	4	1.3014197322153037e-05
chr13:20378001-20379001	HIVgenome	N/A	4	1.3014197322153037e-05
chr2:91683001-91684001	HIVgenome	N/A	4	1.3014197322153037e-05
chr19:19845001-19846001	HIVgenome	N/A	4	1.3014197322153037e-05
chr7:2366001-2367001	HIVgenome	N/A	4	1.3014197322153037e-05
chr16:69586001-69587001	HIVgenome	N/A	4	1.3014197322153037e-05
chr9:89908001-89909001	HIVgenome	N/A	4	1.3014197322153037e-05
chr17:36235001-36236001	HIVgenome	N/A	4	1.3014197322153037e-05
chr11:13141001-13142001	HIVgenome	N/A	4	1.3014197322153037e-05
chrX:49649001-49650001	HIVgenome	N/A	4	1.3014197322153037e-05
chr10:21711001-21712001	HIVgenome	N/A	4	1.3014197322153037e-05
chr6:13713001-13714001	HIVgenome	N/A	4	1.3014197322153037e-05
chr6:97862001-97863001	HIVgenome	N/A	4	1.3014197322153037e-05
chr12:50182001-50183001	HIVgenome	N/A	4	1.3014197322153037e-05
chr1:205575001-205576001	HIVgenome	N/A	4	1.3014197322153037e-05
DHX33-Promoter|chr17:5372380-5373380	HIVgenome	N/A	4	1.3014197322153037e-05
chr1:111271001-111272001	HIVgenome	N/A	4	1.3014197322153037e-05
chr1:40591001-40592001	HIVgenome	N/A	4	1.3014197322153037e-05
chr14:23680001-23681001	HIVgenome	N/A	4	1.3014197322153037e-05
chr3:39388001-39389001	HIVgenome	N/A	4	1.3014197322153037e-05
chr1:174124001-174125001	HIVgenome	N/A	4	1.3014197322153037e-05
chr13:96015001-96016001	HIVgenome	N/A	4	1.3014197322153037e-05
chr5:32452001-32453001	HIVgenome	N/A	4	1.3014197322153037e-05
chr1:104417001-104418001	HIVgenome	N/A	4	1.3014197322153037e-05
chr4:99736001-99737001	HIVgenome	N/A	4	1.3014197322153037e-05
chr1:40908001-40909001	HIVgenome	N/A	4	1.3014197322153037e-05
IDNK-Cterm|chr9:86259045-86260045	HIVgenome	N/A	4	1.3014197322153037e-05
chr2:149389001-149390001	HIVgenome	N/A	4	1.3014197322153037e-05
chr1:12749001-12750001	HIVgenome	N/A	4	1.3014197322153037e-05
chr1:31565001-31566001	HIVgenome	N/A	4	1.3014197322153037e-05
chr20:52459001-52460001	HIVgenome	N/A	4	1.3014197322153037e-05
chr1:205105001-205106001	HIVgenome	N/A	4	1.3014197322153037e-05
chr2:68235001-68236001	HIVgenome	N/A	4	1.3014197322153037e-05
chr19:11963001-11964001	HIVgenome	N/A	4	1.3014197322153037e-05
chr17:52694001-52695001	HIVgenome	N/A	4	1.3014197322153037e-05
chr15:20445001-20446001	HIVgenome	N/A	4	1.3014197322153037e-05
LAMP1-Promoter|chr13:113950469-113951469	HIVgenome	N/A	4	1.3014197322153037e-05
chr17:1245001-1246001	HIVgenome	N/A	4	1.3014197322153037e-05
chr5:10207001-10208001	HIVgenome	N/A	4	1.3014197322153037e-05
chr10:121464001-121465001	HIVgenome	N/A	4	1.3014197322153037e-05
chr3:169725001-169726001	HIVgenome	N/A	4	1.3014197322153037e-05
chr12:76374001-76375001	HIVgenome	N/A	4	1.3014197322153037e-05
chr8:125276001-125277001	HIVgenome	N/A	4	1.3014197322153037e-05
chr15:30916001-30917001	HIVgenome	N/A	4	1.3014197322153037e-05
chr1:764001-765001	HIVgenome	N/A	4	1.3014197322153037e-05
chr2:39365001-39366001	HIVgenome	N/A	4	1.3014197322153037e-05
chr5:130571001-130572001	HIVgenome	N/A	4	1.3014197322153037e-05
chr2:27047001-27048001	HIVgenome	N/A	4	1.3014197322153037e-05
chr19:9385001-9386001	HIVgenome	N/A	4	1.3014197322153037e-05
MOSPD3-Promoter|chr7:100208725-100209725	HIVgenome	N/A	4	1.3014197322153037e-05
chr12:31927001-31928001	HIVgenome	N/A	4	1.3014197322153037e-05
chr17:62691001-62692001	HIVgenome	N/A	4	1.3014197322153037e-05
chr4:40186001-40187001	HIVgenome	N/A	4	1.3014197322153037e-05
RHBDL2-Cterm|chr1:39350478-39351478	HIVgenome	N/A	4	1.3014197322153037e-05
chr14:77429001-77430001	HIVgenome	N/A	4	1.3014197322153037e-05
chr21:11107001-11108001	HIVgenome	N/A	4	1.3014197322153037e-05
chr6:135432001-135433001	HIVgenome	N/A	4	1.3014197322153037e-05
chr6:3936001-3937001	HIVgenome	N/A	4	1.3014197322153037e-05
chr4:57826001-57827001	HIVgenome	N/A	4	1.3014197322153037e-05
chr16:24656001-24657001	HIVgenome	N/A	4	1.3014197322153037e-05
chr2:157254001-157255001	HIVgenome	N/A	4	1.3014197322153037e-05
chr9:5838001-5839001	HIVgenome	N/A	4	1.3014197322153037e-05
chr12:101073001-101074001	HIVgenome	N/A	4	1.3014197322153037e-05
chr2:43427001-43428001	HIVgenome	N/A	4	1.3014197322153037e-05
chr19:15956001-15957001	HIVgenome	N/A	4	1.3014197322153037e-05
chr6:7428001-7429001	HIVgenome	N/A	4	1.3014197322153037e-05
chr4:105825001-105826001	HIVgenome	N/A	4	1.3014197322153037e-05
RBL1-Cterm|chr20:35623752-35624752	HIVgenome	N/A	4	1.3014197322153037e-05
chr20:43087001-43088001	HIVgenome	N/A	4	1.3014197322153037e-05
chr1:203727001-203728001	HIVgenome	N/A	4	1.3014197322153037e-05
chr5:18854001-18855001	HIVgenome	N/A	4	1.3014197322153037e-05
chr2:68340001-68341001	HIVgenome	N/A	4	1.3014197322153037e-05
chr18:77830001-77831001	HIVgenome	N/A	4	1.3014197322153037e-05
chr1:240831001-240832001	HIVgenome	N/A	4	1.3014197322153037e-05
chr12:95865001-95866001	HIVgenome	N/A	4	1.3014197322153037e-05
chr2:10852001-10853001	HIVgenome	N/A	4	1.3014197322153037e-05
chr21:11177001-11178001	HIVgenome	N/A	4	1.3014197322153037e-05
chr12:49157001-49158001	HIVgenome	N/A	4	1.3014197322153037e-05
ZNF169-Promoter|chr9:97020548-97021548	HIVgenome	N/A	4	1.3014197322153037e-05
chr11:65696001-65697001	HIVgenome	N/A	4	1.3014197322153037e-05
chr11:123305001-123306001	HIVgenome	N/A	4	1.3014197322153037e-05
chr16:59717001-59718001	HIVgenome	N/A	4	1.3014197322153037e-05
chr15:24084001-24085001	HIVgenome	N/A	4	1.3014197322153037e-05
chr12:123230001-123231001	HIVgenome	N/A	4	1.3014197322153037e-05
chr10:30682001-30683001	HIVgenome	N/A	4	1.3014197322153037e-05
chr1:142646001-142647001	HIVgenome	N/A	4	1.3014197322153037e-05
chr20:48593001-48594001	HIVgenome	N/A	4	1.3014197322153037e-05
chr10:29093001-29094001	HIVgenome	N/A	4	1.3014197322153037e-05
chr2:136944001-136945001	HIVgenome	N/A	4	1.3014197322153037e-05
chr1:188480001-188481001	HIVgenome	N/A	4	1.3014197322153037e-05
chr3:15989001-15990001	HIVgenome	N/A	4	1.3014197322153037e-05
chr22:24076001-24077001	HIVgenome	N/A	4	1.3014197322153037e-05
chr9:26897001-26898001	HIVgenome	N/A	4	1.3014197322153037e-05
chr21:34463001-34464001	HIVgenome	N/A	4	1.3014197322153037e-05
chr3:34538001-34539001	HIVgenome	N/A	4	1.3014197322153037e-05
ADSL-Promoter|chr22:40741504-40742504	HIVgenome	N/A	4	1.3014197322153037e-05
chr10:11916001-11917001	HIVgenome	N/A	4	1.3014197322153037e-05
COMMD7-Promoter|chr20:31331814-31332814	HIVgenome	N/A	4	1.3014197322153037e-05
chr13:45621001-45622001	HIVgenome	N/A	4	1.3014197322153037e-05
chr16:82571001-82572001	HIVgenome	N/A	4	1.3014197322153037e-05
chr16:70094001-70095001	HIVgenome	N/A	4	1.3014197322153037e-05
chr1:229215001-229216001	HIVgenome	N/A	4	1.3014197322153037e-05
chr1:201442001-201443001	HIVgenome	N/A	4	1.3014197322153037e-05
chr4:180503001-180504001	HIVgenome	N/A	4	1.3014197322153037e-05
chr12:91224001-91225001	HIVgenome	N/A	4	1.3014197322153037e-05
chr8:38078001-38079001	HIVgenome	N/A	4	1.3014197322153037e-05
chr2:91808001-91809001	HIVgenome	N/A	4	1.3014197322153037e-05
chr7:4580001-4581001	HIVgenome	N/A	4	1.3014197322153037e-05
chr1:155611001-155612001	HIVgenome	N/A	4	1.3014197322153037e-05
chr1:206639001-206640001	HIVgenome	N/A	4	1.3014197322153037e-05
chr11:6398001-6399001	HIVgenome	N/A	4	1.3014197322153037e-05
chr11:77355001-77356001	HIVgenome	N/A	4	1.3014197322153037e-05
chr21:35305001-35306001	HIVgenome	N/A	4	1.3014197322153037e-05
chr15:45000001-45001001	HIVgenome	N/A	4	1.3014197322153037e-05
chr12:64911001-64912001	HIVgenome	N/A	4	1.3014197322153037e-05
chr13:84479001-84480001	HIVgenome	N/A	4	1.3014197322153037e-05
chr10:99554001-99555001	HIVgenome	N/A	4	1.3014197322153037e-05
chr16:72799001-72800001	HIVgenome	N/A	4	1.3014197322153037e-05
chr18:61243001-61244001	HIVgenome	N/A	4	1.3014197322153037e-05
chr1:19908001-19909001	HIVgenome	N/A	4	1.3014197322153037e-05
chr19:38739001-38740001	HIVgenome	N/A	4	1.3014197322153037e-05
chr14:75738001-75739001	HIVgenome	N/A	4	1.3014197322153037e-05
chr6:37085001-37086001	HIVgenome	N/A	4	1.3014197322153037e-05
chr8:99070001-99071001	HIVgenome	N/A	4	1.3014197322153037e-05
chr19:13685001-13686001	HIVgenome	N/A	4	1.3014197322153037e-05
chr11:111454001-111455001	HIVgenome	N/A	4	1.3014197322153037e-05
chr12:13012001-13013001	HIVgenome	N/A	4	1.3014197322153037e-05
chr19:13278001-13279001	HIVgenome	N/A	4	1.3014197322153037e-05
chr5:129672001-129673001	HIVgenome	N/A	4	1.3014197322153037e-05
chr7:45195001-45196001	HIVgenome	N/A	4	1.3014197322153037e-05
chr17:17531001-17532001	HIVgenome	N/A	4	1.3014197322153037e-05
chr5:90563001-90564001	HIVgenome	N/A	4	1.3014197322153037e-05
chr10:1941001-1942001	HIVgenome	N/A	4	1.3014197322153037e-05
chr1:47209001-47210001	HIVgenome	N/A	4	1.3014197322153037e-05
chr11:1680001-1681001	HIVgenome	N/A	4	1.3014197322153037e-05
chr17:76350001-76351001	HIVgenome	N/A	4	1.3014197322153037e-05
chr4:146132001-146133001	HIVgenome	N/A	4	1.3014197322153037e-05
chr12:92769001-92770001	HIVgenome	N/A	4	1.3014197322153037e-05
chr1:121163001-121164001	HIVgenome	N/A	4	1.3014197322153037e-05
chr19:5671001-5672001	HIVgenome	N/A	4	1.3014197322153037e-05
chr8:61934001-61935001	HIVgenome	N/A	4	1.3014197322153037e-05
PSMA1-Cterm|chr11:14525422-14526422	HIVgenome	N/A	4	1.3014197322153037e-05
chr19:12838001-12839001	HIVgenome	N/A	4	1.3014197322153037e-05
chr14:100691001-100692001	HIVgenome	N/A	4	1.3014197322153037e-05
